PMID	MHDA	DRUG	AE	PT	LlamaTiFirst	LlamaAbFirst	pAuth_modelA	pAuth_modelB	aAuth	Title	Abstract
29199359	2019/2/5	Teriparatide	Venous Thromboembolism	Comparative Study_and_Journal Article_and_Research Support, Non-U.S. Gov't	1	0	0	0	0	Risk of venous thromboembolism among users of different anti-osteoporosis drugs: a population-based cohort analysis including over 200,000 participants from Spain and the UK.	The venous thromboembolism risk among anti-osteoporotics is unknown. In this primary care study, the risk with other bisphosphonates [1.05 (0.94-1.18) and 0.96 (0.78-1.18)], strontium [0.90 (0.61-1.34) and 1.19 (0.82-1.74)], in the UK and Spain respectively, and denosumab [1.77 (0.25-12.66)] and teriparatide [1.27 (0.59-2.71)] in Spain, did not differ versus alendronate. INTRODUCTION: Most of the known adverse drug reactions described for anti-osteoporosis medication (AOM) have been described in studies comparing AOM users to non-users. We aimed to compare the risk of venous thromboembolism (VTE) among incident users of different AOM compared to alendronate (first line therapy). METHODS: Two cohort studies were performed using data from the UK (CPRD) and Spain (BIFAP) primary care records separately. All patients aged >/= 50 years with at least 1 year of data available and a new prescription or dispensation of AOM (date for therapy initiation) during 2000-2014 (CPRD) or 2001-2013 (BIFAP) were included. Users of raloxifene/bazedoxifene were excluded from both databases. Five exposure cohorts were identified according to first treatment: (1) alendronate, (2) other bisphosphonates, (3) strontium ranelate, (4) denosumab, and (5) teriparatide. Participants were followed from the day after therapy initiation to the earliest of a treated VTE (cases), end of AOM treatment (defined by a refill gap of 180 days), switching to an alternative AOM, drop-out, death, or end of study period. Incidence rates of VTE were estimated by cohort. Adjusted hazard ratios (HR 95%CI) were estimated according to drug used. RESULTS: Overall, 2035/159,209 (1.28%) in CPRD and 401/83,334 (0.48%) in BIFAP had VTE. Compared to alendronate, adjusted HR of VTE were 1.05 (0.94-1.18) and 0.96 (0.78-1.18) for other bisphosphonates, and 0.90 (0.61-1.34) and 1.19 (0.82-1.74) for strontium in CPRD and BIFAP, respectively; 1.77 (0.25-12.66) for denosumab and 1.27 (0.59-2.71) for teriparatide in BIFAP. CONCLUSIONS: VTE risk during AO therapy did not differ by AOM drug use. Our data does not support an increased risk of VTE associated with strontium ranelate use in the community.
30184449	2018/10/3	Minocycline	Tongue, Hairy	Case Reports_and_Journal Article	1	0	0	0	0	Black Hairy Tongue.	
28402696	2019/1/12	Adalimumab	Pulmonary Eosinophilia	Case Reports_and_Journal Article	1	1	1	1	1	Chronic cough and an atypical pattern of peripheral pulmonary opacities: A case report secondary to suspected drug onset.	INTRODUCTION: Chronic eosinophilic pneumonia (CEP) is an idiopathic interstitial lung disease with nonspecific symptoms that involves a complex inflammatory cascade. CASE STUDY: A 36-year-old prisoner with a history of psoriasis presented with progressive worsening dyspnea, chest pain, and cough. His symptoms started 2-months after starting adalimumab, a tumor necrosis factor (TNF)-inhibitor, for psoriasis treatment. RESULTS: Initial workup revealed 27% eosinophils on complete blood count, elevated IgE levels on bronchoalveolar lavage, and bilateral peripheral lung opacities on imaging. The patient's symptoms and eosinophilia improved markedly after starting corticosteroids. Based on these findings, the patient was diagnosed with CEP. CONCLUSION: To our knowledge, this is the first case of asthma and CEP in a patient taking adalimumab. We suspect adalimumab unmasked the Th2 cell pathway response that was otherwise suppressed by psoriasis, a primarily Th1 cell pathway disease. The patient's pulmonary changes can be attributed to an eosinophilic asthma phenotype with adalimumab putatively indirectly causing CEP.
28345355	2019/1/4	Cefuroxime	Shock, Cardiogenic	Case Reports_and_Journal Article_and_Review	1	1	0	0	0	Coronary spasm secondary to cefuroxime injection, complicated with cardiogenic shock - a manifestation of Kounis syndrome: case report and literature review.	Kounis syndrome is defined as the coincidental occurrence of an acute coronary syndrome with hypersensitivity reactions following an allergic event. The three reported variants of Kounis syndrome are vasospastic allergic angina, allergic myocardial infarction and stent thrombosis with occluding thrombus. The syndrome is caused by various inflammatory mediators. The pathophysiological characteristics of Kounis syndrome involve coronary artery spasm and/or atheromatous plaque erosion or rupture during an allergic reaction. Several causes have been described to induce Kounis syndrome, and their number is increasing rapidly. The haemodynamic effect of the syndrome complicated by cardiogenic shock seems to combine allergic shock with extensive peripheral vasodilation and myocardial suppression with the characteristics of cardiogenic shock. Treatment of Kounis syndrome is challenging because it needs management of both cardiac and allergic manifestation simultaneously. We present a case report of type I Kounis syndrome, with coronary spasm secondary to cefuroxime injection complicated with cardiogenic shock. A brief review of the literature on the various facets of this condition is also provided.
27194382	2018/9/22	Pregabalin	Premature Birth	Editorial_and_Research Support, N.I.H., Extramural_and_Research Support, Non-U.S. Gov't	1	0	0	0	0	A common medication for neuropsychiatric illnesses may cause common problems in pregnancy.	
29400079	2018/12/15	Rosuvastatin Calcium	Lichenoid Eruptions	Case Reports_and_Journal Article	1	0	0	0	0	Drug Eruption to Rosuvastatin With Recurrence on Simvastatin: A Case Report.	
28318738	2019/6/22	Betahistine	Dystonic Disorders	Case Reports_and_Letter	1	0	0	0	0	Acute Pisa syndrome secondary to betahistine treatment in a patient with mild cognitive impairment.	
29877268	2019/1/3	Leuprolide <ok?>	Coma	Case Reports_and_Journal Article	1	1	1	1	1	Myxedema Coma Following the Administration of Gonadotropin-releasing Hormone Agonist Complicated by Acute Pancreatitis.	Gonadotropin-releasing hormone (GnRH) agonists have been used for the treatment of various diseases. Although autoimmune thyroid disease has been reported as a rare complication of these agents, the symptoms are almost always transient and non-life-threatening. We herein report a rare case of an 83-year-old man receiving GnRH agonist treatment for prostate cancer who developed myxedema coma complicated by acute pancreatitis. This is the first report of myxedema coma potentially associated with a GnRH agonist. The follow-up of the thyroid function is necessary for patients undergoing treatment with GnRH agonists, especially those known to have or to be susceptible to autoimmune thyroid disease.
29877268	2019/1/3	Leuprolide<ok?>	Myxedema	Case Reports_and_Journal Article	1	1	1	1	1	Myxedema Coma Following the Administration of Gonadotropin-releasing Hormone Agonist Complicated by Acute Pancreatitis.	Gonadotropin-releasing hormone (GnRH) agonists have been used for the treatment of various diseases. Although autoimmune thyroid disease has been reported as a rare complication of these agents, the symptoms are almost always transient and non-life-threatening. We herein report a rare case of an 83-year-old man receiving GnRH agonist treatment for prostate cancer who developed myxedema coma complicated by acute pancreatitis. This is the first report of myxedema coma potentially associated with a GnRH agonist. The follow-up of the thyroid function is necessary for patients undergoing treatment with GnRH agonists, especially those known to have or to be susceptible to autoimmune thyroid disease.
29877268	2019/1/3	Leuprolide<ok?>	Pancreatitis	Case Reports_and_Journal Article	1	1	1	1	1	Myxedema Coma Following the Administration of Gonadotropin-releasing Hormone Agonist Complicated by Acute Pancreatitis.	Gonadotropin-releasing hormone (GnRH) agonists have been used for the treatment of various diseases. Although autoimmune thyroid disease has been reported as a rare complication of these agents, the symptoms are almost always transient and non-life-threatening. We herein report a rare case of an 83-year-old man receiving GnRH agonist treatment for prostate cancer who developed myxedema coma complicated by acute pancreatitis. This is the first report of myxedema coma potentially associated with a GnRH agonist. The follow-up of the thyroid function is necessary for patients undergoing treatment with GnRH agonists, especially those known to have or to be susceptible to autoimmune thyroid disease.
30426134	2019/6/19	Ustekinumab	Thyroiditis, Autoimmune	Case Reports_and_Journal Article	1	0	0	0	0	A Case of Interstitial Lung Disease and Autoimmune Thyroiditis Associated with Ustekinumab.	
30145559	2019/4/23	Praziquantel	Carcinoma, Papillary	Journal Article	1	1	0	0	0	Association between Repeated Praziquantel treatment and Papillary, and Intrahepatic Cholangiocarcinoma.	INTRODUCTION AND AIM: The carcinogenesis of tubular and papillary cholangiocarcinoma (CCA) differ. The available epidemiologic studies about risk factors for CCA do not differentiate between the tubular and papillary type. The current study investigated the relationship between the number of repeated use of Praziquantel (PZQ) treatments and each type of CCA. MATERIAL AND METHODS: This was a hospital-based, matched, case-control study of patients admitted to Srinagarind Hospital, Khon Kaen University. The patients were 210 pathologically-confirmed cases of CCA, while the controls were 840 subjects diagnosed with other diseases. The 4 controls were individually matched with each case by sex, age, and date of admission. The cases were classified according to location (intrahepatic vs. extrahepatic) and cell type (papillary vs. tubular). Multivariable conditional logistic regression was used for the analysis. RESULTS: After adjusting for confounders, there were statistically significant associations between intrahepatic and papillary CCA and repeated use of PZQ treatment. The respective odds of developing intrahepatic CCA for those who used PZQ once, twice, or more was 1.54 (95%CI:0.92-2.55 ), 2.28 (95%CI:0.91-5.73), and 4.21 (95%CI:1.61-11.05). The respective odds of developing papillary CCA for those who used PZQ once, twice, or more was 1.45 (95%CI:0.80-2.63), 2.96 (95%CI:1.06-8.24), and 3.24 (95%CI:1.09-9.66). There was no association between number of uses of PZQ treatment and developing extrahepatic or tubular CCA. CONCLUSION: The current study found an association between papillary and intrahepatic CCA and repeated use of PZQ treatment. We suggest further study on the risk factors for papillary and tubular CCA should be performed separately.
